ID.	Age	Sex	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	p16	p17	p18	p19	p20	p21	p22	p23	p24	p25	p26	p27	p28	p29	p30	p31	p32	p33	p34	p35	p36	p37	p38	p39	p40	h1	h2	h3	h4	h5	h6	h7	h8	h9	h10	h11	h12	h13	h14	h15	h16	h17	h18	h19	h20	h21	h22	h23	h24	h25	h26	h27	h28	h29	h30	h31	h32	h33	h34	h35	h36	h37	h38	h39	h40	h41	h42	eA1	eA2	eA3	eA4	eBafallx	eBafallhrs	eBaspringx	eBaspringhrs	eBbfallx	eBbfallhrs	eBbspringx	eBbspringhrs	eBcfallx	eBcfallhrs	eBcspringx	eBcsrpinghrs	eqF
861	51	1	2	5	5	5	5	5	4	5	3	3	5	3	5	4	4	5	4	5	4	5	2	4	3	2	5	4	5	5	3	5	2	5	1	3	5	5	4	3	5	5	1	1	1	3	2	5	5	1	5	5	3	5	1	1	1	5	1	1	2	1	1	1	5	1	1	1	1	5	1	5	2	1	5	3	5	5	1	1	5	1	5	1	1	1	1	1	NA	1.5	2	1	3	1.5	4	4	3	1.5	2	1	34.2888888888889
862	23	1	4	4	2	2	5	4	3	5	3	4	4	4	3	2	4	3	3	4	5	4	4	3	2	3	4	2	4	4	4	4	2	2	5	3	3	5	4	4	2	5	1	2	1	2	3	4	4	2	4	3	3	4	2	1	1	3	2	3	1	1	2	1	4	2	2	1	1	4	2	4	1	2	2	2	3	4	3	3	2	2	2	2	1	1	1	1	1	1	1	1	10	4.5	10	4.5	0	0	0	0	33.8
863	19	2	5	4	4	3	5	NA	3	5	3	3	5	5	4	2	NA	4	3	5	5	4	4	5	3	NA	4	2	4	2	NA	5	NA	5	5	2	3	5	5	5	3	5	1	5	3	4	2	3	3	2	4	3	2	4	1	1	4	4	1	2	3	2	2	3	4	2	3	2	3	4	2	4	2	3	4	3	4	5	2	3	2	4	4	4	1	1	1	1	5	2	3	2	2	0.5	6	2	7	1	7	2	38.9555555555556
864	22	1	3	5	4	3	5	5	4	5	4	4	5	2	2	4	4	2	4	5	5	5	4	4	5	5	4	2	5	4	5	5	5	5	5	3	5	5	4	2	2	4	2	2	2	3	2	5	4	2	4	3	4	1	2	4	2	4	2	4	4	2	3	3	4	3	2	2	4	4	2	3	3	2	2	2	4	5	2	2	3	2	2	3	2	1	1	1	3	1.5	1	1	2	4	0	0	3	3	4	8	33.6
865	29	1	4	4	3	4	4	4	3	4	4	2	4	3	3	3	3	4	4	4	4	4	4	3	3	3	4	4	4	4	3	4	3	4	4	3	4	4	4	4	3	4	3	2	3	2	3	2	4	3	4	3	3	2	2	2	1	3	NA	4	1	2	1	1	3	2	1	3	1	3	2	3	1	1	4	2	3	4	3	2	4	2	2	2	1	1	1	1	0	0	0	0	1	1	5	3	1	1	5	5	32.6
866	40	1	4	3	4	3	5	5	4	4	4	5	5	5	4	5	5	3	4	4	5	4	2	3	3	4	3	5	5	5	4	5	5	5	5	5	5	5	3	4	3	5	3	2	3	1	4	3	2	2	1	3	2	2	2	3	2	1	2	5	2	3	2	2	2	1	4	3	2	2	3	3	2	2	4	3	5	3	4	5	3	4	5	3	2	2	2	1	0	0	0	0	0	0	0	0	2	1	4	4	36.2
867	21	1	3	4	4	2	5	2	3	5	3	1	4	2	4	4	1	4	4	3	4	4	2	3	2	2	5	4	4	4	3	5	1	4	5	2	4	5	1	2	3	4	2	2	3	2	4	3	5	2	2	3	3	2	2	2	1	4	1	4	1	3	2	2	1	2	3	3	2	2	4	1	2	2	1	2	1	2	3	4	3	1	1	2	2	2	2	1	0	0	0	0	5	2.5	6	3	1	1	1	1	29.6
868	22	1	4	4	4	4	4	5	4	4	4	4	5	5	3	3	4	4	4	3	4	4	3	4	3	4	4	2	4	4	5	5	5	4	2	4	4	4	4	4	1	5	1	1	1	1	1	5	5	2	5	4	1	4	1	1	1	4	1	1	1	1	2	2	5	1	1	1	2	5	4	3	1	1	5	1	4	5	2	2	1	1	5	1	1	1	1	1	5	15	5	12	0	0	0	0	0	0	0	0	34.8
869	21	1	4	3	4	3	4	3	2	4	1	1	4	2	2	5	3	5	5	4	4	3	4	3	2	1	4	5	3	5	3	4	3	4	4	1	4	5	2	3	3	3	3	1	2	3	2	4	4	1	4	3	4	4	1	2	2	4	2	3	2	3	3	3	5	2	5	2	2	4	4	4	2	2	2	2	2	3	3	4	3	4	2	2	2	1	1	1	0	0	0	0	1.5	1	5	2.5	5	1.5	2	0.6	30.4
870	23	1	2	4	3	4	4	2	4	5	1	1	4	2	3	5	2	4	4	5	4	5	4	4	2	1	4	5	4	5	5	4	4	3	4	1	4	4	2	2	4	4	2	1	3	2	2	3	5	1	3	3	2	4	2	1	1	4	1	4	1	1	4	2	3	3	2	1	1	3	3	2	1	1	1	3	3	5	1	3	4	3	2	1	1	1	1	1	0	0	2	3	5	2	6	8	3	3	5	10	33
871	25	1	3	4	4	4	5	2	5	4	5	5	3	4	4	3	4	3	4	4	4	4	1	3	4	5	4	3	4	4	4	4	3	4	4	5	4	4	3	3	4	4	1	1	1	1	1	4	2	1	4	3	1	4	2	2	1	4	NA	2	1	1	1	2	5	1	1	1	1	4	1	3	1	1	4	1	4	1	1	1	1	1	4	2	1	1	1	1	3	6	6.5	9	5	6	6.5	9	3	14	4	18	34.4
872	21	2	4	4	4	4	5	4	5	5	3	4	5	4	4	4	3	4	4	5	4	4	4	3	4	4	4	4	5	4	4	4	4	4	4	3	4	4	3	4	4	5	1	2	2	2	1	4	4	2	5	5	1	3	2	4	2	4	2	2	2	1	2	2	4	2	2	2	3	4	2	4	2	3	4	4	4	4	2	3	1	2	4	2	1	1	1	1	4	6	5	10	2	2	0	0	4	3	6	24	36
873	22	1	3	4	4	3	4	5	4	4	5	5	4	5	4	5	5	4	3	4	4	5	1	3	4	5	4	5	5	5	3	4	4	5	4	5	4	4	3	1	5	5	1	2	3	4	3	2	2	2	4	3	3	4	1	2	2	4	1	4	3	1	3	2	2	2	3	1	2	3	3	4	2	2	1	3	2	3	2	3	2	2	2	2	2	1	1	1	1	1	2	2	4	5	5	5.5	0	0	0	0	37.6
874	22	1	3	2	4	1	5	4	4	4	3	2	4	4	4	5	3	4	4	2	4	3	4	3	4	4	5	5	4	5	2	4	5	4	5	2	5	4	4	4	3	5	2	2	1	5	2	2	5	3	5	3	2	4	2	2	1	3	2	2	3	2	3	2	4	2	3	2	2	4	2	4	2	4	4	4	4	4	3	4	2	2	4	2	1	1	1	1	2	1	1	0.5	2.5	3.5	2	2	1	0.75	1	0.75	34.2
875	21	1	4	4	4	3	5	4	5	5	5	5	5	5	3	4	5	4	5	5	5	4	5	3	4	5	4	5	5	5	3	3	5	5	4	5	5	4	3	5	1	5	1	2	1	1	1	4	5	5	5	3	2	5	1	3	1	4	1	1	3	1	1	1	5	2	5	1	1	5	2	3	1	5	3	2	5	5	1	3	1	1	5	1	1	1	1	1	5	11	3	2	0	0	3	2	1	1	0	0	39
876	21	1	4	4	3	2	5	4	3	5	4	2	5	3	3	5	1	5	4	5	5	3	1	3	2	3	5	3	3	5	4	5	2	3	5	2	4	5	3	3	4	5	1	1	2	3	1	4	2	1	4	3	2	4	1	3	1	3	1	1	1	2	2	1	5	1	1	2	3	4	1	3	1	1	4	2	4	3	1	3	2	1	4	2	1	1	1	1	6	5	5	3	5	2	6	3	2	2	6	3	33
877	20	1	4	5	5	4	5	4	5	4	5	5	4	5	5	5	4	5	5	5	5	5	1	2	5	5	4	5	5	5	4	5	3	5	5	5	5	5	2	3	2	5	1	2	4	3	2	2	4	4	5	3	4	2	2	1	3	2	1	2	2	2	1	1	4	2	1	2	2	2	1	4	1	2	1	2	2	5	2	2	3	2	2	2	1	2	1	1	1	1	3	4	2	0.75	5	6	4	1	3	3	41.8
878	20	1	4	5	4	4	4	2	4	3	2	2	5	4	4	3	2	4	5	5	4	4	3	2	1	1	5	4	5	2	3	4	4	4	4	2	4	4	3	4	3	5	2	1	2	2	2	3	4	2	4	4	2	4	1	1	1	4	1	3	1	1	2	2	4	1	2	2	1	2	1	3	1	1	2	2	3	5	1	2	2	2	1	1	1	1	2	1	1	2	1	0.5	1	0.5	3	4	1	0.5	1	0.5	35.2
879	21	2	4	3	4	3	3	4	4	5	4	2	2	2	5	2	3	3	3	5	5	4	2	3	3	3	4	3	4	4	3	5	3	4	3	4	4	4	3	3	3	5	1	2	2	2	2	3	5	2	2	3	3	2	2	1	1	3	2	3	2	3	2	2	1	1	2	3	2	3	2	3	2	2	2	2	1	3	3	2	3	3	1	3	2	2	1	1	2	1	4	2	0	0	2	1	0	0	0	0	32.6
880	20	1	1	5	2	2	5	1	2	3	4	2	4	2	2	1	2	2	3	5	4	2	1	2	2	3	3	2	3	5	2	4	1	2	4	2	2	4	4	1	2	4	2	1	4	1	4	1	2	1	1	4	3	4	1	1	1	2	1	4	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	3	1	4	1	1	1	1	2	1	1	3	3	4	4	0	0	1	1	0	0	1	1	23.6
881	21	2	5	5	5	4	5	5	3	5	3	2	3	5	4	5	4	5	4	5	5	5	4	4	3	3	4	5	5	5	4	5	4	4	5	3	4	5	5	5	4	4	1	1	4	1	3	4	3	2	4	4	2	5	2	1	1	2	1	3	2	1	1	1	5	1	4	2	1	2	2	3	2	2	1	2	4	4	3	1	2	2	1	1	1	2	2	1	1	1	5	5	2	2	3	4	3	4	3	5	38.2
882	20	1	2	4	5	5	2	2	5	3	5	5	2	3	5	5	5	5	5	5	4	4	2	2	4	4	4	5	5	5	2	3	2	5	4	3	5	4	2	2	5	5	2	1	2	2	1	4	5	4	3	5	1	2	1	2	1	3	1	1	3	1	2	2	5	2	2	2	2	4	2	4	1	2	2	3	3	4	2	3	2	4	3	2	1	1	1	1	4	4	5	5	5	5	4	2	7	3.5	5	2.5	31.8
883	22	1	4	5	4	4	5	3	4	4	5	3	4	2	4	4	4	4	4	4	4	4	2	4	3	2	4	5	5	5	4	4	2	4	5	4	4	4	5	2	2	5	1	2	2	3	2	4	4	2	4	4	2	2	2	4	4	4	2	2	2	2	4	2	4	3	4	2	2	4	2	4	2	2	3	4	4	4	2	2	2	4	4	4	1	1	1	1	3.5	4	NA	NA	1.5	2.5	NA	NA	1	0.5	NA	NA	32
884	23	1	3	4	4	4	4	3	2	4	4	2	3	4	5	4	3	4	4	5	4	4	3	2	2	2	4	4	4	4	1	4	4	4	4	2	4	3	2	2	NA	3	2	1	3	2	5	3	2	1	1	2	3	4	2	2	1	2	1	5	1	3	1	1	1	2	3	3	1	1	3	2	1	2	1	2	1	1	3	1	1	1	1	1	2	2	2	1	0	0	3	2	0	0	3	3	2	3	2	3	29
885	20	2	4	4	5	4	4	3	4	4	5	1	3	3	5	3	3	4	4	5	4	5	2	3	2	2	4	3	5	4	2	4	3	5	4	2	5	4	4	3	3	4	3	2	2	1	3	4	5	4	4	4	2	5	2	2	2	3	2	3	3	4	2	1	4	2	3	2	1	4	3	4	4	4	4	3	2	2	4	4	4	2	4	3	1	1	1	1	1	0.3	2	1	5	3	7	5	7	5	7	5	32.8
886	20	1	4	4	3	2	5	3	4	5	4	3	5	2	3	5	3	5	5	5	5	4	2	4	3	4	4	4	4	5	4	4	4	3	3	3	5	4	3	5	4	5	1	2	1	3	1	4	4	1	4	4	2	4	1	5	2	5	1	1	1	1	2	3	4	2	2	1	2	4	1	4	1	1	3	3	4	5	1	3	2	3	4	2	1	1	1	1	3	4	5	5	2	2	4	3	4	3	4	3	37.4
887	21	2	3	5	3	4	5	2	3	4	2	2	5	2	4	2	1	3	4	5	3	4	5	4	5	2	4	2	4	4	5	4	5	4	4	1	5	4	4	2	3	2	2	1	2	1	3	2	5	1	2	2	3	2	2	1	1	3	2	4	2	3	1	2	2	1	1	1	1	2	1	2	3	4	2	3	2	4	3	1	3	1	2	2	2	2	1	1	0	0	0	0	2	4	2	4	12	7	11	6.5	27.2
888	22	1	2	5	4	3	3	3	3	5	4	3	3	2	2	2	2	4	3	5	2	4	3	2	4	2	5	1	4	3	2	3	2	4	3	2	3	3	1	2	5	3	1	1	2	NA	2	2	3	2	2	4	4	3	2	2	2	2	2	3	3	1	2	2	2	1	3	1	2	1	2	3	2	2	2	2	2	3	2	3	3	1	2	2	2	2	2	1	0	0	0	0	2	1	2	2	0	0	0	0	33.7333333333333
889	20	1	3	5	4	3	5	3	4	4	3	3	4	4	4	5	2	5	5	3	4	4	4	2	4	3	5	5	4	5	3	5	3	4	5	3	5	4	3	2	5	4	2	2	2	4	2	2	5	2	2	3	2	4	3	2	2	2	2	3	2	2	2	1	2	2	3	3	2	2	2	3	2	2	4	3	2	3	3	2	2	3	2	4	2	1	1	1	2	4	1	2	7	2	3	1	7	3	7	4	35.4
890	22	1	4	4	3	2	4	4	1	4	2	5	4	3	3	5	4	5	3	4	4	4	4	5	3	2	4	5	4	5	5	4	4	4	4	2	4	4	5	3	3	4	2	2	3	3	4	3	5	3	4	3	4	3	1	2	3	4	1	4	2	2	4	1	2	2	4	3	2	2	2	4	2	2	2	4	3	2	4	4	3	2	2	2	1	2	1	1	1	2	3	3	4	2	7	7	4	4	7	10	34.4
891	21	1	2	2	2	2	5	4	4	4	4	2	4	4	2	4	3	4	4	4	4	4	2	2	4	4	4	4	4	4	3	4	2	3	4	3	4	4	3	3	4	5	2	1	4	2	4	3	4	2	3	2	3	4	2	2	2	4	2	4	3	2	3	2	2	2	2	2	2	4	2	3	2	2	2	2	2	4	2	3	2	1	2	2	1	2	1	1	3	2	1	1	2	3	1	1.5	0	0	0	0	31.2
892	23	1	5	5	2	5	5	5	4	4	4	4	4	2	2	4	5	5	3	5	1	4	4	2	3	2	5	5	5	5	3	5	5	3	4	3	4	4	3	4	4	3	1	1	1	1	1	4	5	1	5	2	3	3	1	1	1	5	1	2	2	1	1	2	4	1	1	1	1	4	1	4	4	4	4	3	4	5	1	2	4	1	4	2	1	1	1	1	3	2	3	3	1	1	3	3	1	1	1	1	29
893	22	1	4	3	2	2	4	4	4	4	5	3	3	5	2	4	4	3	5	2	4	4	4	2	4	5	5	4	4	4	2	4	4	2	4	4	4	4	3	4	4	4	2	2	2	2	4	2	NA	2	3	4	3	3	2	2	2	2	2	4	2	2	2	2	2	2	2	3	2	2	2	3	2	4	2	2	4	4	3	3	2	3	2	3	2	2	2	2	1	1.5	0.5	0.5	1.5	1	1.5	1	1	3	3	4	34.8
894	23	1	3	3	4	3	5	4	5	4	4	4	4	5	4	5	4	5	3	3	4	4	2	2	2	4	4	5	5	5	5	5	5	5	4	4	5	4	4	4	4	5	2	3	2	3	2	1	3	3	3	4	2	4	1	4	4	4	2	3	2	2	3	2	2	2	4	2	4	3	1	4	2	2	4	3	2	4	1	4	2	4	1	3	1	2	1	1	0	0	0	0	2	4	4	8	1	1	2	8	35.2
895	23	2	3	5	4	3	5	3	4	4	5	3	4	2	4	5	3	5	4	5	4	4	2	3	4	4	5	5	5	5	3	4	3	4	5	3	5	4	4	3	4	5	1	1	2	1	4	2	5	3	3	3	3	2	2	1	1	4	1	2	2	1	1	1	2	2	2	2	1	3	NA	3	2	5	2	2	2	5	3	3	3	3	2	1	2	2	1	1	1	0.5	3	3	1	1	4	3	2	2	5	3	38.2
896	26	1	4	4	4	4	5	4	4	5	3	3	4	3	4	5	3	4	5	4	4	4	1	4	2	4	4	5	4	5	5	5	3	4	5	3	5	4	4	4	5	5	2	1	2	1	3	3	4	2	4	3	2	4	2	2	2	4	2	3	2	2	2	2	4	2	2	2	1	3	2	4	3	2	2	2	2	3	2	2	2	2	3	2	1	1	1	1	0	0	0	0	3	0.5	5	0.5	0	0	0	0	36.8
897	19	2	3	5	4	4	4	3	3	4	3	3	3	3	4	2	3	2	3	4	4	4	3	3	3	3	3	2	4	2	3	4	2	4	4	3	3	4	3	2	2	3	3	2	3	2	3	3	4	2	4	3	3	4	3	1	1	3	2	3	2	2	1	1	2	2	2	4	1	1	1	3	1	3	1	3	1	3	3	3	2	2	1	2	2	2	2	2	2	2	4	1	2	2	1	1	1	4	2	1	31.4
898	23	1	2	3	4	2	5	4	3	3	4	2	3	4	3	5	5	5	4	4	4	4	3	3	4	3	2	5	5	5	3	5	2	3	5	4	4	4	3	3	4	3	1	1	5	3	4	1	5	2	2	3	2	5	1	1	1	3	1	5	3	1	2	1	1	1	5	1	3	1	1	3	3	4	1	2	2	3	2	5	1	3	1	2	2	1	1	1	0	0	0	0	1	1	2	2	2	1	2	2	33.6
899	24	1	4	4	4	5	3	4	4	5	5	5	5	4	4	2	3	3	2	5	5	5	4	1	2	4	4	2	5	2	2	5	1	4	2	2	2	4	1	3	2	5	1	1	1	1	1	4	5	3	4	3	2	5	2	1	4	2	2	2	2	2	5	2	4	3	4	1	2	3	3	3	2	4	4	2	4	5	4	2	3	1	4	2	1	1	1	1	5	4	5	4	1	1	1	1	3	2	4	3	34.4
900	22	1	3	4	4	4	4	3	4	4	3	4	4	4	4	5	4	4	4	4	4	4	3	3	4	2	4	5	4	5	4	4	3	5	4	2	4	4	4	3	3	5	1	2	2	2	2	4	4	2	5	4	2	3	1	2	2	4	2	2	2	1	2	2	5	2	4	1	2	4	1	4	3	2	4	3	4	4	3	3	3	4	2	3	1	1	1	1	5	2.5	4	2	4	2	4	2	1	0.5	1	0.5	37.6
901	23	1	5	3	3	4	4	3	4	5	4	2	3	4	3	4	4	4	4	3	4	4	3	2	3	3	4	3	4	4	3	4	4	4	4	3	4	4	3	3	3	4	1	2	2	2	3	2	2	2	4	3	4	2	2	2	1	4	2	3	2	2	1	2	2	2	2	2	2	3	2	2	2	2	3	2	2	4	2	2	2	2	1	2	1	1	1	1	3	4.5	2	1.5	5	3.5	5	3.5	1	1	2	2	31.6
902	20	2	4	4	4	4	5	5	4	4	4	4	5	5	4	3	5	5	4	5	5	4	5	4	3	3	4	4	5	5	4	5	5	5	5	3	4	4	5	5	2	5	1	1	2	2	1	5	5	2	4	4	3	2	2	2	2	4	2	3	3	2	2	2	4	2	2	1	2	4	2	4	2	3	4	2	4	4	2	2	2	2	3	2	1	1	1	1	3	2	5	4	3	2	4	5	7	8	7	12	40
903	22	1	2	5	4	4	5	2	5	4	5	5	5	4	3	4	4	5	4	5	3	5	2	2	5	5	4	4	5	5	3	4	1	4	4	5	4	4	4	2	3	5	1	1	1	2	2	3	5	3	4	4	2	3	1	2	2	3	1	2	3	2	2	2	3	2	2	1	2	2	2	3	4	3	1	1	2	4	2	3	2	1	2	2	2	1	1	1	2.5	3	5	14	3	6	3	5	3	3	4	8	36.7428571428571
904	26	1	2	4	5	4	4	2	2	4	2	2	5	3	4	5	2	4	4	5	3	4	2	2	2	2	3	5	4	5	2	5	2	5	4	2	5	4	4	2	5	3	1	1	2	3	1	4	4	2	4	2	2	3	5	5	4	1	5	5	4	4	4	4	1	4	5	4	4	2	4	2	4	5	4	3	2	1	4	4	2	5	2	5	1	1	1	1	5	5	5	5	4	NA	4	2.5	1	1	1	1	29.6
905	40	1	4	5	5	5	4	2	4	4	5	4	3	4	5	4	5	3	4	5	4	5	3	3	4	4	4	4	5	4	3	4	3	5	4	5	4	4	3	2	2	4	2	2	3	2	2	4	4	2	4	4	2	4	2	2	1	3	2	3	2	1	1	4	4	3	2	2	2	3	2	4	2	2	3	2	3	4	3	2	2	2	3	2	1	1	1	1	1.5	0.6	3.5	1.5	4	11	4	11	3.5	3	4.5	4	35.8
906	21	1	2	4	3	4	4	2	4	4	5	5	3	2	4	5	4	5	3	4	4	5	2	2	4	4	NA	5	5	5	2	4	2	2	4	4	4	4	2	2	3	4	1	1	2	1	3	4	4	2	2	2	4	3	1	1	1	2	1	3	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	3	5	3	2	3	1	2	1	2	1	1	1	2	1	2	1	2	2	2	2	2	3	4	5	29.8
907	45	2	3	3	5	4	5	4	4	4	4	5	5	5	5	4	5	5	4	4	5	4	5	4	4	4	4	5	5	5	5	5	5	5	5	5	5	4	5	5	3	5	1	2	3	4	2	3	5	2	5	3	3	5	1	2	2	4	1	2	3	1	2	2	4	2	3	2	2	4	2	3	2	2	4	3	3	4	2	3	3	2	4	2	1	1	1	1	1	2	2	2	2	2	3	2.5	2	1	2	1	40
908	35	2	2	3	2	2	5	3	2	4	1	1	4	2	2	5	1	2	4	4	3	4	3	2	1	1	2	5	5	5	4	5	1	2	4	1	5	4	3	4	4	4	4	1	4	2	4	NA	5	2	2	2	4	1	4	1	1	1	2	5	4	2	5	4	4	3	4	2	5	4	2	4	4	2	1	1	1	3	4	4	4	4	1	3	2	1	1	1	0	0	0	0	7	4.6	7	4.6	2	1	2	1	28.6
909	32	1	2	4	4	4	5	2	2	4	2	3	3	2	4	4	2	5	4	5	4	4	2	2	3	1	4	5	4	5	2	5	2	5	4	1	5	4	2	3	4	4	1	1	1	1	2	1	5	2	3	5	1	5	2	2	2	4	1	3	2	2	2	2	4	2	4	2	3	4	2	4	2	2	4	4	2	5	2	4	2	2	2	2	1	1	1	1	2	2	0	0	2	3	2	3	1	1.5	2	2	28.8
910	21	1	4	3	4	3	4	4	4	4	5	3	5	5	4	4	3	3	4	1	4	4	3	3	3	3	4	5	5	5	5	5	5	5	4	4	5	5	5	3	3	5	1	2	1	3	2	4	4	1	4	2	2	3	2	2	2	4	2	3	2	2	2	2	4	2	2	2	2	4	2	3	2	2	4	2	4	3	2	3	2	2	4	3	1	1	1	1	3	6	4	8	2	4	4	8	1	2	2	2	39.4
911	19	2	4	4	4	4	5	5	5	5	4	2	5	3	4	3	2	2	4	4	5	4	2	4	3	4	4	2	4	3	4	5	5	5	5	3	4	5	5	5	4	5	1	2	1	2	1	5	5	2	5	3	3	5	1	2	2	5	1	2	2	2	2	1	5	2	4	1	1	5	1	4	2	2	3	4	4	4	1	4	1	2	2	3	2	1	1	1	0	0	3	4.5	0	0	0	0	0	0	0	0	29.2
912	20	1	4	4	3	3	5	3	2	4	2	1	5	2	4	4	2	5	4	4	4	4	4	3	2	2	4	4	5	5	3	4	2	4	5	1	4	4	4	2	3	5	4	3	5	2	3	2	5	2	2	4	5	1	2	3	2	3	2	5	3	3	3	2	2	4	5	2	3	3	4	3	3	3	2	3	2	3	4	3	3	5	2	3	2	2	2	2	1	2	1	1	7	14	5	10	3	1	1	1	36.2
913	46	1	2	5	4	4	5	2	3	4	4	4	4	5	4	4	4	5	5	4	4	4	4	3	2	4	4	4	4	3	3	5	2	5	4	4	4	4	4	4	4	5	2	2	2	2	4	3	2	2	4	3	2	1	2	1	1	4	1	4	2	2	2	1	2	2	2	2	2	2	3	3	2	2	1	2	2	3	2	2	3	2	1	2	2	2	2	1	0	0	1	2	1	2	1	2	2	2	2	2	36.4
914	30	2	3	3	4	4	4	3	3	3	4	2	4	4	4	2	2	4	3	3	4	4	3	3	3	2	3	2	4	2	4	3	4	5	4	5	4	4	4	3	3	4	2	2	4	2	3	4	3	2	3	2	3	2	2	2	2	2	2	3	2	2	2	2	4	2	2	2	2	4	2	2	2	2	2	2	4	2	3	3	1	2	2	2	1	1	1	1	3.5	7	5.5	12	13	52	13	52	4	2	3	1.5	32
915	21	1	4	5	3	5	5	4	3	5	1	1	4	2	4	5	3	5	5	5	4	5	3	3	3	1	5	5	5	5	3	5	3	3	5	1	5	5	3	2	4	5	1	1	4	4	1	4	4	1	5	3	2	2	1	1	2	4	1	1	2	1	2	1	4	2	3	1	2	4	2	4	1	1	4	3	4	2	1	2	2	2	4	2	1	1	1	1	0	0	0	0	3	7	2	3	0	0	0	0	35.2
916	21	1	2	5	5	5	5	3	4	4	4	4	5	3	5	4	3	3	3	5	5	4	4	2	3	4	3	4	5	4	1	5	3	5	4	4	4	4	4	2	3	5	1	1	1	1	1	2	4	1	4	3	2	2	1	2	1	4	1	1	2	2	2	2	5	2	2	2	2	4	3	4	2	4	4	3	4	4	2	1	2	1	4	1	1	1	1	1	2	2	1	0.75	4	2.3	10	1.8	14	4.5	14	4.5	33.6
917	20	1	4	5	4	2	4	3	4	5	4	3	4	4	4	5	3	4	5	3	5	3	2	4	4	4	5	5	3	4	4	5	5	5	4	3	4	5	5	4	3	5	1	2	2	1	2	1	2	1	2	3	3	2	1	1	2	4	1	3	1	2	2	2	1	2	3	2	2	2	1	4	1	1	1	2	3	2	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1.5	4.5	1.5	1.5	3	5	35.4
918	25	1	4	3	4	2	4	5	3	4	3	2	5	4	4	4	4	3	4	2	4	4	5	5	2	3	4	4	4	4	5	5	2	5	4	2	4	4	4	4	4	5	2	2	3	1	3	3	5	2	2	3	4	1	2	2	2	2	1	4	2	2	2	1	2	3	2	2	2	2	4	2	2	4	2	2	2	3	3	3	4	3	4	4	1	1	1	1	0	0	0	0	5	5	5	5	3	1	2	0.6	34.6
919	46	1	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	3	4	1	2	2	2	3	4	4	2	4	3	3	4	2	2	2	3	2	2	2	1	2	2	3	2	3	1	2	3	2	2	2	1	4	2	3	3	2	2	4	2	2	2	1	1	1	1	3.5	3	3.5	3	0	0	1	2	5	2.5	5	2.5	37.2
920	22	1	2	3	3	3	5	2	4	4	4	2	4	4	3	1	2	2	4	4	4	4	2	4	2	3	4	2	5	4	5	4	4	3	4	4	4	4	4	2	4	4	2	2	2	3	3	2	5	2	3	4	4	5	2	2	2	3	2	4	2	2	2	2	2	2	2	2	2	2	2	4	1	2	2	2	4	4	3	2	4	2	2	5	2	1	1	1	0	0	0	0	1	1	2	3	1	1	2	1	32.2
921	22	1	3	3	3	2	4	3	4	5	3	3	5	4	3	5	2	5	4	4	5	4	3	3	3	4	5	5	5	5	3	4	3	3	4	2	5	5	3	3	4	5	1	2	1	1	2	3	4	2	4	3	2	4	1	3	1	4	1	3	3	2	1	1	4	1	3	2	3	4	2	3	3	1	2	2	3	4	2	2	2	2	2	2	1	1	1	1	3	4	4	4	2	2	2	2	0	0	0	0	36.2
922	23	2	5	4	5	4	5	5	3	5	3	4	5	4	5	2	4	5	4	4	4	5	5	4	4	3	4	3	5	3	5	5	4	5	5	3	4	5	5	4	3	5	1	1	1	3	1	4	5	2	5	4	3	4	1	1	1	4	1	2	2	1	2	2	5	1	1	1	2	5	2	3	2	2	5	2	5	5	2	3	3	2	4	2	1	1	1	1	5	2.5	5	2.5	6	6	6	9	0	0	0	0	40.2
923	30	1	4	4	3	4	4	4	4	5	3	4	3	4	3	4	4	4	4	4	4	4	2	4	4	4	5	4	5	4	5	5	3	4	4	4	4	4	4	3	4	4	1	1	1	2	1	3	5	1	5	2	3	2	1	1	1	5	1	2	1	1	1	2	5	2	1	1	1	4	2	4	2	1	5	2	4	5	1	5	3	2	5	2	1	1	1	1	0	0	0	0	4	4	6	6	2	NA	2	2	34
924	24	1	4	4	5	4	5	3	4	5	2	3	5	3	5	4	4	5	4	4	5	4	4	4	4	3	4	4	5	4	4	5	4	5	5	2	4	5	5	5	3	5	1	2	1	2	1	4	4	2	4	3	3	4	1	2	2	3	1	3	2	1	2	1	4	1	2	1	2	3	2	3	2	3	2	2	3	4	1	3	2	2	2	2	1	1	1	1	1.5	4	1.5	7	5.5	7	5.5	7	4	4	4	4	38.2
925	21	2	4	4	2	2	4	3	3	4	4	2	4	3	4	4	3	2	3	4	4	4	4	1	2	2	3	4	4	4	2	3	1	3	4	1	4	4	3	3	5	5	3	1	2	1	5	2	2	1	1	2	2	1	1	1	1	3	1	5	1	2	1	1	1	2	1	4	1	1	1	1	1	1	2	1	1	2	4	1	3	1	2	1	2	2	1	1	0	0	0	0	0	0	0	0	3	3	3	3	28.8
